Entity Name,Entity ID,Security Name,Security ID,Does the company meet your screening criteria?,ESG Risk Score
CMGE Technology Group Ltd.,2006367896,,2006367896,Yes,17.26
"CMHI Finance (BVI) Co., Ltd.",2001195958,,2001195958,Yes,14.63
"CMIC Holdings Co., Ltd.",1018728860,,1018728860,Yes,21.92
CMK Corp.,1008757833,,1008757833,Yes,23.06
CMOC Group Ltd.,1034566963,,1034566963,Yes,31.43
CMS Energy Corp.,1008135928,,1008135928,Yes,21.70
CMS Info Systems Ltd.,2003162654,,2003162654,N/A,No data
CMS International Gemstone Ltd.,2009165030,,2009165030,Yes,32.35
"CMST Development Co., Ltd.",1277647793,,1277647793,Yes,27.39
CMT MTN Pte Ltd.,1044732105,,1044732105,Yes,11.02
CNA Financial Corp.,1008136008,,1008136008,Yes,29.09
CNAC (HK) Finbridge Co. Ltd.,1536401069,,1536401069,Yes,44.83
CNB Financial Corp. (Pennsylvania),1008292696,,1008292696,Yes,30.97
CNCB (Hong Kong) Investment Ltd.,2004708822,,2004708822,Yes,25.87
CNCBINV 1 (BVI) Ltd.,2009300865,,2009300865,Yes,25.87
"CNGR Advanced Material Co., Ltd.",2007829582,,2007829582,Yes,34.86
Cnh Equip Tr 2022-C,2013475340,,2013475340,Yes,14.61
Cnh Equipment Trust 2021-B,2009011356,,2009011356,Yes,14.61
CNH Equipment Trust 2022-A,2010829331,,2010829331,Yes,14.61
CNH Equipment Trust 2022-B,2012406041,,2012406041,Yes,14.61
CNH Equipment Trust 2022-C,2013122549,,2013122549,Yes,14.61
CNH Industrial Capital Australia Pty Ltd.,2004721090,,2004721090,Yes,13.83
CNH Industrial Capital Canada Ltd.,2000976753,,2000976753,Yes,16.61
CNH Industrial Capital LLC,2003295625,,2003295625,Yes,15.76
CNH Industrial Finance Europe SA,1135756145,,1135756145,Yes,14.61
CNH Industrial NV,1110205108,,1110205108,Yes,14.61
"CNHTC Jinan Truck Co., Ltd.",2000784040,,2000784040,Yes,18.37
"CNNC Hua Yuan Titanium Dioxide Co., Ltd.",2001073581,,2001073581,Yes,36.54
"CNO Financial Group, Inc.",1007971824,,1007971824,Yes,23.03
CNOOC  Finance (2014) ULC,1270064253,,1270064253,Yes,43.79
CNOOC Energy Technology & Services Ltd.,2003197204,,2003197204,Yes,29.78
CNOOC Finance (2003) Ltd.,2000792971,,2000792971,Yes,43.79
CNOOC Finance (2011) Ltd.,2002992053,,2002992053,Yes,43.79
CNOOC Finance (2012) Ltd.,1212538296,,1212538296,Yes,43.79
CNOOC Finance (2013) Ltd.,1245431579,,1245431579,Yes,43.79
Cnooc Finance (2015) Australia Pty Ltd.,2004480677,,2004480677,Yes,43.79
CNOOC Finance (2015) U.S.A. LLC,1300158933,,1300158933,Yes,43.79
CNOOC Ltd.,1008916608,,1008916608,Yes,43.79
CNOOC Petroleum North America ULC,1008136778,,1008136778,Yes,42.65
CNP Assurances SA,1012371264,,1012371264,Yes,15.82
CNPC (HK) Overseas Capital Ltd.,1137567627,,1137567627,Yes,54.41
"CNPC Capital Co., Ltd.",2000817546,,2000817546,Yes,38.64
CNPC Global Capital Ltd.,2007805714,,2007805714,Yes,69.62
"CNSIG Inner Mongolia Chemical Industry Co., Ltd.",2000812836,,2000812836,Yes,33.99
CNX Resources Corp.,1008277363,,1008277363,Yes,46.41
Co-entreprise de Transport d’Electricité SA,1432803851,,1432803851,Yes,22.53
Co-operators Financial Services Ltd.,1015902410,,1015902410,Yes,29.29
Co-Tech Development Corp.,1010406795,,1010406795,Yes,20.19
Coal Energy SA,1145029343,,1145029343,Yes,65.54
Coal India Ltd.,1017070522,,1017070522,Yes,45.52
Coast Capital Savings Federal Credit Union,2002764823,,2002764823,Yes,31.20
Coastal Emerald Ltd.,2005880479,,2005880479,Yes,33.92
Coastal Financial Corp. (Washington),2000643819,,2000643819,Yes,32.98
Coats Group Plc,1008755492,,1008755492,Yes,12.11
"Coca-Cola Bottlers Japan Holdings, Inc.",1008761234,,1008761234,Yes,25.03
"Coca-Cola Consolidated, Inc.",1008405059,,1008405059,Yes,34.23
"Coca-Cola Enterprises, Inc.",2002880189,,2002880189,Yes,15.74
Coca-Cola Europacific Partners plc,1117009057,,1117009057,Yes,15.74
Coca-Cola FEMSA SAB de CV,1008206266,,1008206266,Yes,27.41
Coca-Cola HBC AG,1008759844,,1008759844,Yes,13.84
Coca-Cola HBC Finance BV,1028384946,,1028384946,Yes,13.84
Coca-Cola Icecek AS,1017812957,,1017812957,Yes,23.31
Cochin Shipyard Ltd.,1020047155,,1020047155,Yes,27.55
Cochlear Ltd.,1008297359,,1008297359,Yes,28.00
Codan Ltd.,1017813286,,1017813286,Yes,10.04
"Codexis, Inc.",1011038531,,1011038531,Yes,38.38
"Codorus Valley Bancorp, Inc.",1008252667,,1008252667,N/A,No data
"Coeur Mining, Inc.",1008140279,,1008140279,Yes,32.68
Coface SA,1010371005,,1010371005,Yes,17.97
"COFCO Biotechnology Co., Ltd.",2000701709,,2000701709,Yes,36.95
"COFCO Capital Holdings Co., Ltd.",2002750794,,2002750794,Yes,19.30
COFCO Corp.,1030276569,,1030276569,Yes,40.22
COFCO Joycome Foods Ltd.,1412887054,,1412887054,Yes,38.33
COFCO Sugar Holding Co. Ltd.,2000741702,,2000741702,N/A,No data
Cofinimmo SA,1008757199,,1008757199,Yes,11.12
Cofiroute SA,1017776972,,1017776972,Yes,7.39
Coforge Ltd.,1018755864,,1018755864,Yes,22.28
"Cogeco Communications, Inc.",1008756861,,1008756861,Yes,11.06
"Cogeco, Inc.",1008753094,,1008753094,Yes,16.02
"Cogent Biosciences, Inc.",2000291510,,2000291510,Yes,30.53
"Cogent Communications Holdings, Inc.",1007976174,,1007976174,Yes,30.38
Cogna Educação SA,1042588178,,1042588178,Yes,11.58
Cognex Corp.,1007904904,,1007904904,Yes,11.23
Cognizant Technology Solutions Corp.,1008264270,,1008264270,Yes,14.66
"Cohen & Steers, Inc. (New York)",1017395274,,1017395274,Yes,26.05
Coherent Corp.,1008188025,,1008188025,Yes,18.71
"Coherus BioSciences, Inc.",1214806829,,1214806829,Yes,28.14
"Cohu, Inc.",1008140371,,1008140371,Yes,17.33
"Coinbase Global, Inc.",2006894292,,2006894292,Yes,27.53
Coinshares International Ltd.,2008558253,,2008558253,N/A,No data
"COL Group Co., Ltd.",2001205431,,2001205431,N/A,No data
Colbún SA,1008755796,,1008755796,Yes,25.83
Coles Group Ltd.,2000981786,,2000981786,Yes,17.74
Coles Group Treasury Pty Ltd.,2006609379,,2006609379,Yes,17.74
Colgate-Palmolive (India) Ltd.,1008756400,,1008756400,Yes,27.96
Colgate-Palmolive Co.,1008140493,,1008140493,Yes,26.17
"Collegium Pharmaceutical, Inc.",1015368435,,1015368435,Yes,29.56
"Colliers International Group, Inc.",1008247549,,1008247549,Yes,10.61
Collins Foods Ltd.,1145342615,,1145342615,Yes,28.25
Colombia Telecomunicaciones SA ESP,2006332296,,2006332296,Yes,26.22
"Colonial Enterprises, Inc.",2003055730,,2003055730,Yes,26.28
Colonial Pipeline Co.,1008618628,,1008618628,Yes,40.39
"Colony Bankcorp, Inc.",1008263100,,1008263100,Yes,27.79
"COLOPL, Inc.",1232039982,,1232039982,Yes,24.94
Coloplast A/S,1008561377,,1008561377,Yes,15.15
Coloplast Finance BV,2010967902,,2010967902,Yes,15.15
"Colowide Co., Ltd.",1013424445,,1013424445,Yes,34.52
Colruyt Group NV,1008755043,,1008755043,Yes,22.93
Colt CZ Group SE,2007906372,,2007906372,Yes,35.39
Coltene Holding AG,1035652134,,1035652134,Yes,17.70
"Columbia Banking System, Inc.",1008222076,,1008222076,Yes,27.75
"Columbia Financial, Inc.",2001009071,,2001009071,Yes,28.05
"Columbia Pipeline Group, Inc.",1281391580,,1281391580,Yes,23.48
Columbia Pipelines Holding Co. LLC,2014794149,,2014794149,N/A,No data
Columbia Pipelines Operating Co. LLC,2014798556,,2014798556,N/A,No data
Columbia Sportswear Co.,1008262546,,1008262546,Yes,14.66
Columbus McKinnon Corp.,1008224580,,1008224580,Yes,29.92
Com2uS Corp.,1016000817,,1016000817,Yes,25.83
Com2uS Holdings Corp.,1032762573,,1032762573,Yes,21.15
Com7 Public Co. Ltd.,1282037931,,1282037931,Yes,19.53
Comarch SA,2000502646,,2000502646,Yes,18.23
Comba Telecom Systems Holdings Ltd.,1016067165,,1016067165,Yes,21.17
Comber Wind Financial Corp.,1236101254,,1236101254,Yes,18.24
Comcast Corp.,1008051587,,1008051587,Yes,23.09
Comer Industries SpA,2001738397,,2001738397,Yes,21.36
"Comerica Bank (Dallas, Texas)",2001239123,,2001239123,Yes,25.19
Comerica Bank-Texas,2003489499,,2003489499,Yes,25.19
"Comerica, Inc.",1008196916,,1008196916,Yes,25.19
COMET Holding AG,1009042145,,1009042145,Yes,14.29
Cometa Energia SA de CV,2006061691,,2006061691,Yes,55.52
"Comforia Residential REIT, Inc.",1233764465,,1233764465,Yes,13.27
"Comfort Systems USA, Inc.",1007979181,,1007979181,Yes,30.84
ComfortDelGro Corp. Ltd.,1014135046,,1014135046,Yes,15.22
Cominar Real Estate Investment Trust,1008760626,,1008760626,Yes,19.33
Comisión Federal de Electricidad SA de CV,1013342185,,1013342185,Yes,60.54
Comisión Nacional de los Mercados y la Competencia,2004081269,,2004081269,N/A,No data
"Commerce Bancshares, Inc. (Missouri)",1008140390,,1008140390,Yes,23.67
Commercial Bank of Dubai,1028353562,,1028353562,Yes,35.38
Commercial Bank of Qatar,1017409903,,1017409903,Yes,27.87
Commercial International Bank (Egypt) SAE,1008761284,,1008761284,Yes,19.81
Commercial Metals Co.,1008140885,,1008140885,Yes,28.01
"Commercial Vehicle Group, Inc.",1017906701,,1017906701,N/A,No data
Commerzbank AG,1008288956,,1008288956,Yes,21.37
CommonSpirit Health (Illinois),1008039046,,1008039046,Yes,34.16
Commonwealth Bank of Australia,1008752508,,1008752508,Yes,21.44
Commonwealth Bank of Australia (New York Branch),2000969404,,2000969404,Yes,21.44
Commonwealth Edison Co.,1011006572,,1011006572,Yes,27.30
CommScope Finance LLC,1313478593,,1313478593,Yes,14.53
"CommScope Holding Co., Inc.",1007905011,,1007905011,Yes,14.53
"Community Bank System, Inc.",1008140810,,1008140810,Yes,24.95
Community Finance Co. 1 Plc,2003202533,,2003202533,N/A,No data
"Community Health Systems, Inc.",1007905028,,1007905028,Yes,33.81
"Community Healthcare Trust, Inc.",1296097661,,1296097661,Yes,17.56
"Community Trust Bancorp, Inc. (Kentucky)",1008175109,,1008175109,Yes,32.24
"Commvault Systems, Inc.",1007905035,,1007905035,Yes,21.43
Compagnie de Financement Foncier SA,1018715606,,1018715606,Yes,18.34
Compagnie de l'Odet SE,1016854246,,1016854246,N/A,No data
Compagnie de Saint-Gobain SA,1008754023,,1008754023,Yes,21.85
Compagnie des Alpes SA,1008760533,,1008760533,Yes,26.63
Compagnie du Bois Sauvage SA,1012359524,,1012359524,Yes,19.47
Compagnie Financière Richemont SA,1008755405,,1008755405,Yes,11.29
Compagnie Financière Tradition SA,2000507970,,2000507970,N/A,No data
Compagnie Générale des Établissements Michelin SCA,1008753088,,1008753088,Yes,11.52
"Compal Electronics, Inc.",1010360971,,1010360971,Yes,18.59
Companhia Brasileira de Alumínio,1013382314,,1013382314,Yes,27.53
Companhia Brasileira de Distribuicao,1008758111,,1008758111,Yes,23.15
Companhia de Ferro Ligas da Bahia,1013664577,,1013664577,Yes,36.72
Companhia de Saneamento Basico do Estado de Sao Paulo SABESP,1008758833,,1008758833,Yes,31.91
Companhia de Saneamento de Minas Gerais,1030493821,,1030493821,Yes,36.47
Companhia de Saneamento do Paraná,1008860640,,1008860640,Yes,32.31
Companhia Energetica do Ceara-COELCE,1008758869,,1008758869,N/A,No data
Companhia Energética de Minas Gerais SA,1008289820,,1008289820,Yes,26.67
Companhia Paranaense de Energia,1008271242,,1008271242,Yes,22.95
Companhia Siderurgica Nacional,1008271557,,1008271557,Yes,26.13
Compania Sud Americana de Vapores SA,1008753377,,1008753377,Yes,23.41
"Compass Bank (Birmingham, Alabama) (Old)",2000503049,,2000503049,Yes,23.22
Compass Diversified Holdings,2006164320,,2006164320,Yes,28.07
Compass Group Finance Netherlands BV,2006299862,,2006299862,Yes,19.96
Compass Group Plc,1008570718,,1008570718,Yes,19.96
"Compass Minerals International, Inc.",1013259991,,1013259991,Yes,37.15
"Compass Therapeutics, Inc.",2007955939,,2007955939,N/A,No data
"Compass, Inc. (New York)",2000260712,,2000260712,Yes,24.08
Compañía Cervecerías Unidas SA,1007981536,,1007981536,Yes,26.81
Compañía de Distribución Integral Logista Holdings SA,1013354936,,1013354936,Yes,14.35
Compañía de Minas Buenaventura SAA,1008271070,,1008271070,Yes,42.48
Compañía Española de Petróleos SA,1008752441,,1008752441,Yes,21.85
"Compeq Manufacturing Co., Ltd.",1017307391,,1017307391,Yes,20.95
Competition Team Technologies Ltd.,2003623968,,2003623968,Yes,10.80
"CompoSecure, Inc.",2009743442,,2009743442,Yes,25.76
CompuGroup Medical Societas Europaea,1008759853,,1008759853,Yes,17.47
Computacenter Plc,1007905114,,1007905114,Yes,15.46
Computer Age Management Services Ltd.,2001178456,,2001178456,Yes,23.01
Computer Direct Group Ltd.,1028261855,,1028261855,Yes,24.93
Computer Engineering & Consulting Ltd.,1008761786,,1008761786,Yes,22.33
"Computer Programs & Systems, Inc.",1010024626,,1010024626,Yes,20.16
Computershare Ltd.,1008623054,,1008623054,Yes,20.99
"Computershare US, Inc.",2003611961,,2003611961,Yes,20.99
"CompX International, Inc.",1008259743,,1008259743,Yes,8.95
"Comstock Resources, Inc.",1008141183,,1008141183,Yes,45.44
COMSYS Holdings Corp.,1008754882,,1008754882,Yes,40.51
Comtech Telecommunications Corp.,1008141207,,1008141207,Yes,21.97
Comture Corp.,1040550200,,1040550200,Yes,23.46
"Conagra Brands, Inc.",1007905139,,1007905139,Yes,29.23
Concejo AB,1013328254,,1013328254,Yes,12.87
Concentra Bank,2008520291,,2008520291,Yes,27.99
Concentradora Fibra Danhos SA de CV,1255779086,,1255779086,Yes,11.62
Concentric AB,1141305723,,1141305723,Yes,18.82
Concentrix Corp.,2003935089,,2003935089,Yes,16.86
Concepcion Industrial Corp.,1254150331,,1254150331,Yes,30.15
Concord New Energy Group Ltd.,1016154696,,1016154696,Yes,21.46
"Concordia Financial Group, Ltd.",1335662812,,1335662812,Yes,30.05
Concordia Maritime AB,1008756323,,1008756323,Yes,37.81
Concordia University,2000794626,,2000794626,Yes,14.25
"Concrete Pumping Holdings, Inc.",2006669091,,2006669091,Yes,44.26
"Conduent, Inc.",1331634259,,1331634259,Yes,23.98
Conduit Holdings Ltd.,2008349013,,2008349013,Yes,34.31
"Confluent, Inc.",2000622770,,2000622770,Yes,20.49
CONMED Corp.,1008141478,,1008141478,Yes,23.95
"Conn's, Inc.",1015499243,,1015499243,Yes,19.89
Connect 6ix General Partnership,2013047063,,2013047063,N/A,No data
Connect Plus (M25) Issuer PLC,2006294436,,2006294436,Yes,26.11
Connecteast Finance Pty Ltd.,1038900280,,1038900280,Yes,9.39
"ConnectOne Bancorp, Inc.",1008251987,,1008251987,Yes,32.84
"Connectwave Co., Ltd.",1105138100,,1105138100,Yes,27.99
"Conoco, Inc.",2000073789,,2000073789,Yes,33.95
ConocoPhillips,1008174773,,1008174773,Yes,33.95
ConocoPhillips Co.,2004688241,,2004688241,Yes,33.95
"Consensus Cloud Solutions, Inc.",2009107181,,2009107181,Yes,24.18
"CONSOL Energy, Inc.",1538013515,,1538013515,Yes,42.78
"Consolidated Communications Holdings, Inc.",1010046370,,1010046370,Yes,34.69
"Consolidated Edison Company of New York, Inc.",1013899229,,1013899229,Yes,32.37
"Consolidated Edison, Inc.",1008141541,,1008141541,Yes,23.56
Consolidated Water Co. Ltd.,1008286007,,1008286007,Yes,34.36
Consorcio Corredor Vial Bioceanico,2006978376,,2006978376,Yes,13.75
Consorcio Transmantaro SA,2000920788,,2000920788,Yes,19.27
"Constellation Brands, Inc.",1008136835,,1008136835,Yes,24.03
Constellation Energy Corp.,2009710520,,2009710520,Yes,32.32
Constellation Energy Generation LLC,1011014965,,1011014965,Yes,29.93
"Constellation Software, Inc.",1007983303,,1007983303,Yes,25.64
Constellium SE,1192006486,,1192006486,Yes,22.18
Construcciones y Auxiliar de Ferrocarriles SA,1016152731,,1016152731,Yes,17.24
"Construction Partners, Inc.",2000909788,,2000909788,Yes,46.26
Construtora Norberto Odebrecht SA,2000704340,,2000704340,Yes,51.75
"Consumer Portfolio Services, Inc.",1008204775,,1008204775,Yes,31.67
Consumers Energy Co.,1010987426,,1010987426,Yes,36.74
Consumers Gas Ltd.,2000800227,,2000800227,Yes,26.71
Consun Pharmaceutical Group Ltd.,1054145088,,1054145088,Yes,32.58
Consus Enerji Isletmeciligi ve Hizmetleri AS,2007215591,,2007215591,N/A,No data
Contact Energy Ltd.,1008761923,,1008761923,Yes,32.83
Container Corp. of India Ltd.,1016789142,,1016789142,Yes,27.76
Container Leasing International LLC,2000915083,,2000915083,Yes,28.17
"Contango ORE, Inc.",2000222964,,2000222964,N/A,No data
Contec Medical Systems Co. Ltd.,2001725582,,2001725582,Yes,32.45
"Contemporary Amperex Technology Co., Ltd.",2005101126,,2005101126,Yes,19.17
Contemporary Ruiding Development Ltd.,2008012550,,2008012550,Yes,19.17
"ContextLogic, Inc.",2003064964,,2003064964,Yes,26.22
Conti-Gummi Finance BV,1034850515,,1034850515,Yes,18.28
Continental AG,1008288612,,1008288612,Yes,18.28
Continental Holdings Corp.,1020597545,,1020597545,Yes,37.24
"Continental Resources, Inc.",1009413041,,1009413041,Yes,49.60
Continuum Energy Aura Pte Ltd.,2011698393,,2011698393,Yes,21.38
Continuum Energy Levanter Pte Ltd.,2005317363,,2005317363,Yes,21.38
Continuum Green Energy Ltd. (Singapore),2009269288,,2009269288,Yes,21.38
ContourGlobal Ltd.,2005545025,,2005545025,Yes,25.93
Controladora Axtel SAB de CV,2014391687,,2014391687,N/A,No data
Controladora Vuela Compañía de Aviación SAB de CV,1045734099,,1045734099,Yes,28.08
ConvaTec Group Plc,1047225521,,1047225521,Yes,16.56
"Converge Information & Communications Tech Solutions, Inc.",2004816157,,2004816157,Yes,19.60
Converge Technology Solutions Corp.,2005774518,,2005774518,Yes,28.33
"Cookpad, Inc.",1067932682,,1067932682,Yes,27.60
Cool Co. Ltd.,2006834182,,2006834182,Yes,30.38
Cooper Energy Ltd.,1015566634,,1015566634,Yes,41.62
"Cooper-Standard Holdings, Inc.",1012113433,,1012113433,Yes,16.18
Coor Service Management Holding AB,1312028519,,1312028519,Yes,9.63
Copa Holdings SA,1032805337,,1032805337,Yes,30.16
"Copart, Inc.",1007905269,,1007905269,Yes,16.03
COPT Defense Properties,1008222495,,1008222495,Yes,10.91
Corbion NV,1008752371,,1008752371,Yes,22.63
Corby Spirit & Wine Ltd.,1008751872,,1008751872,Yes,24.90
"Corcept Therapeutics, Inc.",1009302072,,1009302072,Yes,27.62
Cordelio Amalco GP I,2006702093,,2006702093,Yes,54.28
"Core & Main, Inc.",2008871988,,2008871988,Yes,20.91
Core Laboratories NV,1008219267,,1008219267,N/A,No data
"Core Laboratories, Inc.",2004067428,,2004067428,N/A,No data
Core Lithium Ltd.,2002946497,,2002946497,N/A,No data
"Core Molding Technologies, Inc.",1008241971,,1008241971,N/A,No data
"Corebridge Financial, Inc.",2000906303,,2000906303,N/A,No data
Corebridge Global Funding,2013641622,,2013641622,Yes,25.86
CoreCard Corp.,2000020437,,2000020437,N/A,No data
"CoreCivic, Inc.",1008044703,,1008044703,Yes,27.95
Corem Property Group AB,1053609256,,1053609256,Yes,17.09
Coretronic Corp.,1012474571,,1012474571,Yes,13.82
"CorMedix, Inc.",1087489294,,1087489294,N/A,No data
"Corning, Inc.",1008052086,,1008052086,Yes,16.48
Coromandel International Ltd.,1008757071,,1008757071,Yes,35.67
Corona Corp.,1013370002,,1013370002,Yes,26.97
"Coronado Global Resources, Inc.",2006416503,,2006416503,Yes,50.60
Coronation Fund Managers Ltd.,1017542323,,1017542323,Yes,27.52
Corporación Acciona Energias Renovables SA,2003806828,,2003806828,Yes,10.68
Corporación Financiera Alba SA,1008648137,,1008648137,Yes,12.51
Corporación Financiera Colombiana SA,1008752310,,1008752310,Yes,13.79
Corporación Financiera de Desarrollo SA,1013805405,,1013805405,Yes,13.80
Corporación Inmobiliaria Vesta SAB de CV,1221485018,,1221485018,Yes,10.05
Corporación Nacional del Cobre de Chile,1008752889,,1008752889,Yes,26.49
Corporación Quiport SA,2002959213,,2002959213,Yes,20.11
Corporate Office Properties LP,1035923698,,1035923698,Yes,10.91
Corporate Travel Management Ltd.,1054356722,,1054356722,Yes,24.09
Corporativo Fragua SAB de CV,1008761228,,1008761228,N/A,No data
"Corsair Gaming, Inc.",2007362546,,2007362546,Yes,19.34
"Corteva, Inc.",2006572512,,2006572512,Yes,36.50
Corticeira Amorim SGPS SA,1008758036,,1008758036,Yes,11.42
Coruripe Netherlands BV,2009458489,,2009458489,Yes,26.47
"Corus Entertainment, Inc.",1008561966,,1008561966,Yes,13.90
CorVel Corp.,1008151558,,1008151558,Yes,20.68
Cosan Ltd.,1043129750,,1043129750,Yes,33.89
Cosan Luxembourg SA,1236916100,,1236916100,Yes,33.89
Cosan Overseas Ltd.,1123036853,,1123036853,Yes,33.89
Cosan SA,1013400901,,1013400901,Yes,33.89
"COSCO SHIPPING Development Co., Ltd.",1013358014,,1013358014,Yes,23.75
"COSCO SHIPPING Energy Transportation Co., Ltd.",1008757733,,1008757733,Yes,25.09
COSCO SHIPPING Holdings Co. Ltd.,1033881728,,1033881728,Yes,22.73
"COSCO SHIPPING International (Hong Kong) Co., Ltd.",1008756681,,1008756681,Yes,16.67
"COSCO Shipping International (Singapore) Co., Ltd.",1017127426,,1017127426,Yes,31.14
COSCO SHIPPING Ports Ltd.,1008757675,,1008757675,Yes,17.25
"COSCO Shipping Specialized Carriers Co., Ltd.",2000818687,,2000818687,N/A,No data
"Cosel Co., Ltd.",1010323793,,1010323793,Yes,25.56
COSL Singapore Capital Ltd.,1311892395,,1311892395,Yes,24.56
"COSMAX, Inc.",1258736028,,1258736028,Yes,38.80
"Cosmo AM&T Co., Ltd.",2000503874,,2000503874,Yes,20.16
"COSMO CHEMICAL Co., Ltd.",1017427752,,1017427752,N/A,No data
"Cosmo Energy Holdings Co., Ltd.",1008754361,,1008754361,Yes,42.00
Cosmo Pharmaceuticals NV,1041588390,,1041588390,Yes,31.27
Cosmopolitan International Holdings Ltd.,1014398506,,1014398506,Yes,21.45
COSMOS Pharmaceutical Corp.,1020557978,,1020557978,Yes,27.48
Costa Group Holdings Ltd.,1013401512,,1013401512,Yes,33.09
Costain Group Plc,1008752481,,1008752481,Yes,33.56
"Costamare, Inc.",1040904555,,1040904555,Yes,26.34
"CoStar Group, Inc.",1008265373,,1008265373,Yes,21.27
Costco Wholesale Corp.,1007971063,,1007971063,Yes,26.32
"Coterra Energy, Inc.",1008136427,,1008136427,Yes,36.07
Cottage Health Credit Group,2007588793,,2007588793,Yes,26.86
Cottage Health Systems,2000664725,,2000664725,Yes,26.86
"Coty, Inc.",1008673286,,1008673286,Yes,26.63
"Couchbase, Inc.",2003034478,,2003034478,Yes,21.94
Council of Europe Development Bank,1028383978,,1028383978,Yes,5.45
Country Garden Holdings Co. Ltd.,1037206903,,1037206903,Yes,22.53
Country Garden Services Holdings Co. Ltd.,2005955329,,2005955329,Yes,11.49
"Coupa Software, Inc.",1041070545,,1041070545,Yes,16.94
"Coupang, Inc.",2008542096,,2008542096,Yes,26.16
"Coursera, Inc.",2003423795,,2003423795,Yes,20.95
"Cousins Properties, Inc.",1008143022,,1008143022,Yes,11.29
"Covenant Logistics Group, Inc.",1008214794,,1008214794,Yes,20.68
Coventry Building Society,1019006384,,1019006384,Yes,17.31
COVER Corp.,2005347403,,2005347403,N/A,No data
Covestro AG,1017415199,,1017415199,Yes,20.09
Covivio Hotels SCA,1028380556,,1028380556,Yes,11.12
Covivio SA,1012362656,,1012362656,Yes,7.86
"COWAY Co., Ltd.",1013509423,,1013509423,Yes,18.20
Cowell e Holdings Inc.,2001143706,,2001143706,Yes,23.12
"Cowen, Inc.",1008678225,,1008678225,Yes,31.14
"Cox Communications, Inc.",1008215851,,1008215851,Yes,21.34
"Cox Enterprises, Inc.",1007996192,,1007996192,Yes,42.11
Coöperatieve Rabobank U.A. (Australia Branch),2001020774,,2001020774,Yes,13.74
Coöperatieve Rabobank UA,1008688216,,1008688216,Yes,13.74
Coöperatieve Rabobank UA (New York Branch),2000970060,,2000970060,Yes,13.74
CP All Public Co. Ltd.,1017152066,,1017152066,Yes,21.89
"CP Axtra Public Co., Ltd.",1010360461,,1010360461,Yes,15.95
CPFL Energia SA,1012387514,,1012387514,Yes,32.42
"CPI Card Group, Inc.",1008942732,,1008942732,Yes,19.39
CPI Property Group SA,1044648074,,1044648074,Yes,11.57
CPIF Finance Pty Ltd.,2008309161,,2008309161,Yes,10.84
CPMC Holdings Ltd.,1086818756,,1086818756,Yes,21.60
CPN Retail Growth Leasehold REIT,1032644188,,1032644188,Yes,10.98
"CPPIB Capital, Inc.",1067613187,,1067613187,Yes,29.98
CPUK Finance Ltd.,1294380829,,1294380829,Yes,24.04
"CR Holdings Co., Ltd.",1013273582,,1013273582,N/A,No data
"CRA International, Inc.",1008261747,,1008261747,Yes,19.13
"Cracker Barrel Old Country Store, Inc.",1008143143,,1008143143,Yes,24.40
Craftsman Automation Ltd.,2003485863,,2003485863,Yes,25.07
Crane Co.,2013649583,,2013649583,N/A,No data
Crane NXT Co.,2010829350,,2010829350,N/A,No data
Craneware Plc,1008562490,,1008562490,Yes,21.55
Cranswick Plc,1008755726,,1008755726,Yes,24.86
Crawford & Co.,1008012492,,1008012492,Yes,21.72
Crayon Group Holding AS,1053978332,,1053978332,Yes,16.64
CRCC Chengan Ltd.,2007140844,,2007140844,Yes,58.54
CRCC Hean Ltd.,2008902919,,2008902919,Yes,58.54
"CRE Logistics REIT, Inc.",2005673822,,2005673822,Yes,16.59
Creades AB,1161914968,,1161914968,Yes,15.96
"create restaurants holdings, inc.",1031557232,,1031557232,Yes,32.84
"Create SD Holdings Co., Ltd.",1013382029,,1013382029,Yes,18.60
Creative & Innovative System Corp.,2005092078,,2005092078,Yes,40.65
Credicorp Ltd.,1008275058,,1008275058,Yes,22.10
Credit Acceptance Corp.,1008196807,,1008196807,Yes,24.11
Credit Agricole Egypt,1028285640,,1028285640,Yes,33.14
Credit Agricole SA (London Branch),1040220624,,1040220624,Yes,22.95
CREDIT BANK OF MOSCOW PJSC,1054980545,,1054980545,Yes,32.55
Credit Corp. Group Ltd.,1015525094,,1015525094,Yes,15.72
"Credit Saison Co., Ltd.",1008753772,,1008753772,Yes,28.00
Credit Suisse (New York Securities Branch),2001157591,,2001157591,Yes,31.38
Credit Suisse AG,1008539348,,1008539348,Yes,31.38
Credit Suisse AG (London Branch),1106115116,,1106115116,Yes,31.38
Credit Suisse AG /New York Branch/,2003219440,,2003219440,Yes,31.38
"Credit Suisse First Boston USA, Inc.",2000831303,,2000831303,Yes,31.38
Credit Suisse Group AG,1008283985,,1008283985,Yes,31.38
Credit Suisse Group Funding (Guernsey) Ltd.,1296893689,,1296893689,Yes,31.38
CreditAccess Grameen Ltd.,2001286105,,2001286105,Yes,14.75
Credito Emiliano SpA,1008755121,,1008755121,Yes,26.07
Credo Technology Group Holding Ltd.,2007749803,,2007749803,Yes,22.77
Crelan NV,2003864611,,2003864611,N/A,No data
Crescent Energy Co.,2009459456,,2009459456,Yes,51.74
Crescent Point Energy Corp.,1010987462,,1010987462,Yes,42.57
Cresco Ltd.,1028216709,,1028216709,Yes,25.24
